ID;Traditional;Simplified;Pinyin;Meaning
9457;談論;谈论;tánlùn;discussion
9458;談起;谈起;tánqǐ;talking about
9459;彈性;弹性;tánxìng;elasticity
9460;痰;痰;tán;phlegm
9461;坦白;坦白;tǎnbái;frank
9462;坦誠;坦诚;tǎnchéng;honesty
9463;坦克;坦克;tǎnkè;tank
9464;坦然;坦然;tǎnrán;calm
9465;坦率;坦率;tǎnshuài;frank
9466;毯子;毯子;tǎnzi;blanket
9467;炭;炭;tàn;carbon
9468;探;探;tàn;explore
9469;探測;探测;tàncè;detection
9470;探親;探亲;tànqīn;visiting relatives
9471;探求;探求;tànqiú;explore
9472;探望;探望;tànwàng;visit
9473;探險;探险;tànxiǎn;adventure
9474;碳;碳;tàn;carbon
9475;湯圓;汤圆;tāngyuán;sweet dumpling
9476;堂;堂;táng;hall
9477;糖果;糖果;tángguǒ;candy
9478;糖尿病;糖尿病;tángniàobìng;diabetes
9479;倘若;倘若;tǎngruò;if
9480;淌;淌;tǎng;drip
9481;燙;烫;tàng;hot
9482;掏錢;掏钱;tāo qián;pay money
9483;滔滔不絕;滔滔不绝;tāotāo-bùjué;talkative
9484;逃避;逃避;táobì;escape
9485;逃生;逃生;táoshēng;escape
9486;逃亡;逃亡;táowáng;escape
9487;陶瓷;陶瓷;táocí;ceramics
9488;陶冶;陶冶;táoyě;mold
9489;陶醉;陶醉;táozuì;revel
9490;淘;淘;táo;taobao
9491;淘氣;淘气;táoqì;naughty
9492;淘汰;淘汰;táotài;disuse
9493;討;讨;tǎo;demand
9494;討好;讨好;tǎohǎo;to please
9495;討價還價;讨价还价;tǎojià-huánjià;bargaining
9496;討人喜歡;讨人喜欢;tǎo rén xǐhuan;likable
9497;特產;特产;tèchǎn;specialty products
9498;特長;特长;tècháng;specialties
9499;特例;特例;tèlì;special case
9500;特權;特权;tèquán;privileges
9501;特邀;特邀;tèyāo;special invitation
9502;特製;特制;tèzhì;special
9503;特質;特质;tèzhì;characteristics
9504;騰;腾;téng;teng
9505;藤椅;藤椅;téngyǐ;rattan chair
9506;剔除;剔除;tīchú;eliminate
9507;梯子;梯子;tīzi;ladder
9508;提拔;提拔;tíbá;promoted
9509;提煉;提炼;tíliàn;extraction
9510;提名;提名;tímíng;nomination
9511;提速;提速;tísù;speed ​​up
9512;提心吊膽;提心吊胆;tíxīn-diàodǎn;on tenterhooks
9513;提議;提议;tíyì;proposal
9514;提早;提早;tízǎo;early
9515;體諒;体谅;tǐliàng;understanding
9516;體面;体面;tǐmiàn;decent
9517;體能;体能;tǐnéng;physical fitness
9518;體貼;体贴;tǐtiē;thoughtful
9519;體溫;体温;tǐwēn;body temperature
9520;體系;体系;tǐxì;system
9521;體制;体制;tǐzhì;system
9522;體質;体质;tǐzhì;body
9523;剃;剃;tì;shave
9524;替換;替换;tìhuàn;replacement
9525;替身;替身;tìshēn;substitute
9526;天長地久;天长地久;tiāncháng-dìjiǔ;forever
9527;天地;天地;tiāndì;world
9528;天鵝;天鹅;tiān'é;swan
9529;天分;天分;tiānfèn;talent
9530;天賦;天赋;tiānfù;talent
9531;天經地義;天经地义;tiānjīng-dìyì;it is only natural
9532;天平;天平;tiānpíng;balance
9533;天橋;天桥;tiānqiáo;overpass
9534;天生;天生;tiānshēng;innate
9535;天使;天使;tiānshǐ;angel
9536;天線;天线;tiānxiàn;antenna
9537;天性;天性;tiānxìng;nature
9538;天主教;天主教;Tiānzhǔjiào;catholicism
9539;添加;添加;tiānjiā;add to
9540;甜美;甜美;tiánměi;sweet
9541;甜蜜;甜蜜;tiánmì;sweet
9542;甜頭;甜头;tiántou;sweet
9543;填補;填补;tiánbǔ;fill in
9544;填充;填充;tiánchōng;filling
9545;填寫;填写;tiánxiě;fill in
9546;舔;舔;tiǎn;lick
9547;挑剔;挑剔;tiāoti;picky
9548;條款;条款;tiáokuǎn;terms
9549;條例;条例;tiáolì;ordinance
9550;條約;条约;tiáoyuē;treaty
9551;調侃;调侃;tiáokǎn;teasing
9552;調控;调控;tiáokòng;regulation
9553;調料;调料;tiáoliào;seasonings
9554;調試;调试;tiáoshì;debugging
9555;挑起;挑起;tiǎoqǐ;provoke
9556;挑釁;挑衅;tiǎoxìn;provocation
9557;跳槽;跳槽;tiàocáo;job hopping
9558;跳動;跳动;tiàodòng;jumping
9559;跳傘;跳伞;tiàosǎn;skydiving
9560;跳躍;跳跃;tiàoyuè;jump
9561;貼近;贴近;tiējìn;close
9562;貼切;贴切;tiēqiè;appropriate
9563;帖子;帖子;tiězi;post
9564;聽從;听从;tīngcóng;obey
9565;聽話;听话;tīnghuà;obedient
9566;停泊;停泊;tíngbó;mooring
9567;停車位;停车位;tíngchēwèi;parking spaces
9568;停電;停电;tíngdiàn;power outage
9569;停頓;停顿;tíngdùn;pause
9570;停放;停放;tíngfàng;park
9571;停業;停业;tíngyè;closed
9572;通暢;通畅;tōngchàng;smooth
9573;通車;通车;tōngchē;opening to traffic
9574;通風;通风;tōngfēng;ventilation
9575;通告;通告;tōnggào;notice
9576;通緝;通缉;tōngjī;wanted
9577;通順;通顺;tōngshùn;tongshun
9578;通俗;通俗;tōngsú;popular
9579;通通;通通;tōngtōng;all
9580;通往;通往;tōngwǎng;to
9581;通宵;通宵;tōngxiāo;overnight
9582;通行證;通行证;tōngxíngzhèng;pass
9583;同伴;同伴;tóngbàn;companion
9584;同步;同步;tóngbù;synchronous
9585;同等;同等;tóngděng;equal
9586;同感;同感;tónggǎn;sympathy
9587;同伙;同伙;tónghuǒ;accomplices
9588;同類;同类;tónglèi;same
9589;同盟;同盟;tóngméng;alliance
9590;同年;同年;tóngnián;same year
9591;同人;同人;tóngrén;doujin
9592;同志;同志;tóngzhì;comrade
9593;同舟共濟;同舟共济;tóngzhōu-gòngjì;sailing together
9594;銅;铜;tóng;copper
9595;統籌;统筹;tǒngchóu;coordination
9596;統統;统统;tǒngtǒng;all
9597;統治;统治;tǒngzhì;rule
9598;捅;捅;tǒng;stab
9599;桶;桶;tǒng;bucket
9600;筒;筒;tǒng;cylinder
9601;痛;痛;tòng;pain
9602;痛心;痛心;tòngxīn;heartbreaking
9603;偷看;偷看;tōukàn;peep
9604;偷窺;偷窥;tōukuī;peeping
9605;偷懶;偷懒;tōulǎn;slacking off
9606;頭部;头部;tóubù;head
9607;頭頂;头顶;tóudǐng;top of head
9608;頭號;头号;tóuhào;number
9609;頭條;头条;tóutiáo;headlines
9610;頭頭是道;头头是道;tóutóu-shìdào;logical
9611;頭銜;头衔;tóuxián;title
9612;頭暈;头晕;tóuyūn;dizziness
9613;投奔;投奔;tóubèn;seek refuge
9614;投稿;投稿;tóugǎo;contribute
9615;投機;投机;tóujī;speculation
9616;投射;投射;tóushè;projection
9617;投身;投身;tóushēn;dedicate
9618;投降;投降;tóuxiáng;surrender
9619;透徹;透彻;tòuchè;thorough
9620;透過;透过;tòuguò;through
9621;透氣;透气;tòuqì;breathable
9622;透支;透支;tòuzhī;overdraft
9623;凸;凸;tū;convex
9624;凸顯;凸显;tūxiǎn;highlight
9625;禿;秃;tū;baldness
9626;突發;突发;tūfā;sudden
9627;突擊;突击;tūjī;raid
9628;突破口;突破口;tūpòkǒu;breakthrough
9629;突如其來;突如其来;tūrú-qílái;unexpected
9630;圖表;图表;túbiǎo;chart
9631;圖像;图像;túxiàng;image
9632;圖形;图形;túxíng;graphics
9633;圖紙;图纸;túzhǐ;drawing
9634;徒步;徒步;túbù;on foot
9635;塗;涂;tú;tu
9636;屠殺;屠杀;túshā;massacre
9637;土匪;土匪;tǔfěi;bandit
9638;土壤;土壤;tǔrǎng;soil
9639;土生土長;土生土长;tǔshēng-tǔzhǎng;native
9640;團伙;团伙;tuánhuǒ;gang
9641;團聚;团聚;tuánjù;reunion
9642;團員;团员;tuányuán;group members
9643;團圓;团圆;tuányuán;reunion
9644;推測;推测;tuīcè;speculate
9645;推辭;推辞;tuīcí;decline
9646;推斷;推断;tuīduàn;inference
9647;推翻;推翻;tuīfān;overthrow
9648;推薦;推荐;tuījiàn;recommend
9649;推理;推理;tuīlǐ;reasoning
9650;推敲;推敲;tuīqiāo;deliberation
9651;推算;推算;tuīsuàn;estimation
9652;推卸;推卸;tuīxiè;shirk
9653;推選;推选;tuīxuǎn;recommended
9654;推移;推移;tuīyí;move
9655;頹廢;颓废;tuífèi;decadence
9656;退回;退回;tuìhuí;return
9657;退卻;退却;tuìquè;retreat
9658;退讓;退让;tuìràng;concession
9659;退縮;退缩;tuìsuō;retreat
9660;退休金;退休金;tuìxiūjīn;pension
9661;退學;退学;tuìxué;drop out of school
9662;退役;退役;tuìyì;retirement
9663;屯;屯;tún;tun
9664;托付;托付;tuōfù;entrust
9665;拖累;拖累;tuōlěi;drag
9666;拖欠;拖欠;tuōqiàn;overdue
9667;拖延;拖延;tuōyán;procrastination
9668;脫節;脱节;tuōjié;disconnection
9669;脫口而出;脱口而出;tuōkǒu'érchū;blurted out
9670;脫落;脱落;tuōluò;shedding
9671;脫身;脱身;tuōshēn;escape
9672;脫穎而出;脱颖而出;tuōyǐng'érchū;stand out
9673;馱;驮;tuó;carry
9674;妥;妥;tuǒ;tuo
9675;妥當;妥当;tuǒdàng;appropriate
9676;妥善;妥善;tuǒshàn;proper
9677;妥協;妥协;tuǒxié;compromise
9678;拓寬;拓宽;tuòkuān;expansion
9679;拓展;拓展;tuòzhǎn;expand
9680;唾液;唾液;tuòyè;saliva
9681;挖掘;挖掘;wājué;excavation
9682;挖苦;挖苦;wāku;sarcasm
9683;瓦;瓦;wǎ;watt
9684;歪;歪;wāi;crooked
9685;歪曲;歪曲;wāiqū;distort
9686;外表;外表;wàibiǎo;appearance
9687;外公;外公;wàigōng;maternal grandfather
9688;外行;外行;wàiháng;layman
9689;外號;外号;wàihào;nickname
9690;外籍;外籍;wàijí;foreigners
9691;外貿;外贸;wàimào;foreign trade
9692;外貌;外貌;wàimào;appearance
9693;外婆;外婆;wàipó;grandmother
9694;外企;外企;wàiqǐ;foreign companies
9695;外星人;外星人;wàixīngrén;alien
9696;外形;外形;wàixíng;shape
9697;外援;外援;wàiyuán;foreign aid
9698;丸;丸;wán;pill
9699;完備;完备;wánbèi;complete
9700;完畢;完毕;wánbì;complete
9701;完蛋;完蛋;wándàn;it's over.
9702;完好;完好;wánhǎo;intact
9703;玩耍;玩耍;wánshuǎ;play
9704;玩意兒;玩意儿;wányìr;gadgets
9705;頑固;顽固;wángù;stubborn
9706;挽;挽;wǎn;pull
9707;挽回;挽回;wǎnhuí;reconcile
9708;挽救;挽救;wǎnjiù;save
9709;晚間;晚间;wǎnjiān;evening
9710;晚年;晚年;wǎnnián;old age
9711;晚期;晚期;wǎnqī;late
9712;惋惜;惋惜;wǎnxī;regret
9713;萬分;万分;wànfēn;10,000
9714;萬古長青;万古长青;wàngǔ-chángqīng;everlasting
9715;萬能;万能;wànnéng;omnipotent
9716;萬萬;万万;wànwàn;wanwan
9717;萬無一失;万无一失;wànwú-yīshī;absolutely foolproof
9718;汪洋;汪洋;wāngyáng;wang yang
9719;亡羊補牢;亡羊补牢;wángyáng-bǔláo;mending the fence after the sheep are lost
9720;王國;王国;wángguó;kingdom
9721;王牌;王牌;wángpái;trump card
9722;網點;网点;wǎngdiǎn;outlets
9723;網民;网民;wǎngmín;netizens
9724;往常;往常;wǎngcháng;normally
9725;往返;往返;wǎngfǎn;round trip
9726;往日;往日;wǎngrì;in the past
9727;往事;往事;wǎngshì;past
9728;妄想;妄想;wàngxiǎng;delusion
9729;忘不了;忘不了;wàng bu liǎo;unforgettable
9730;忘掉;忘掉;wàngdiào;forget
9731;旺;旺;wàng;wang
9732;旺季;旺季;wàngjì;peak season
9733;旺盛;旺盛;wàngshèng;exuberant
9734;望;望;wàng;see
9735;望遠鏡;望远镜;wàngyuǎnjìng;telescope
9736;危及;危及;wēijí;endanger
9737;危急;危急;wēijí;critical
9738;威風;威风;wēifēng;majestic
9739;威力;威力;wēilì;power
9740;威懾;威慑;wēishè;intimidation
9741;威信;威信;wēixìn;prestige
9742;微不足道;微不足道;wēibùzúdào;negligible
9743;微觀;微观;wēiguān;micro
9744;微妙;微妙;wēimiào;subtle
9745;微弱;微弱;wēiruò;weak
9746;微型;微型;wēixíng;miniature
9747;為人;为人;wéirén;as a person
9748;違背;违背;wéibèi;violating
9749;違約;违约;wéiyuē;breach of contract
9750;違章;违章;wéizhāng;violation
9751;圍牆;围墙;wéiqiáng;wall
9752;唯;唯;wéi;only
9753;唯獨;唯独;wéidú;only
9754;偽造;伪造;wěizào;forgery
9755;偽裝;伪装;wěizhuāng;disguise
9756;尾氣;尾气;wěiqì;exhaust gas
9757;尾聲;尾声;wěishēng;epilogue
9758;緯度;纬度;wěidù;latitude
9759;委屈;委屈;wěiqu;wronged
9760;委婉;委婉;wěiwǎn;tactful
9761;委員;委员;wěiyuán;committee
9762;委員會;委员会;wěiyuánhuì;committee
9763;萎縮;萎缩;wěisuō;atrophy
9764;衛視;卫视;wèishì;satellite tv
9765;未;未;wèi;not yet
9766;未成年人;未成年人;wèichéngniánrén;minors
9767;未經;未经;wèijīng;unknown
9768;未免;未免;wèimiǎn;unavoidable
9769;未知數;未知数;wèizhīshù;unknown
9770;位子;位子;wèizi;seat
9771;味精;味精;wèijīng;msg
9772;畏懼;畏惧;wèijù;fear
9773;畏縮;畏缩;wèisuō;shrink
9774;胃口;胃口;wèikǒu;appetite
9775;餵養;喂养;wèiyǎng;feeding
9776;慰勞;慰劳;wèiláo;comfort
9777;溫度計;温度计;wēndùjì;thermometer
9778;溫泉;温泉;wēnquán;hot spring
9779;溫柔;温柔;wēnróu;gentle
9780;溫室;温室;wēnshì;greenhouse
9781;溫習;温习;wēnxí;review
9782;溫馨;温馨;wēnxīn;warm
9783;瘟疫;瘟疫;wēnyì;plague
9784;文;文;wén;arts
9785;文具;文具;wénjù;stationery
9786;文科;文科;wénkē;liberal arts
9787;文盲;文盲;wénmáng;illiteracy
9788;文憑;文凭;wénpíng;wen cheng
9789;文人;文人;wénrén;literati
9790;文物;文物;wénwù;cultural relics
9791;文獻;文献;wénxiàn;documents
9792;文雅;文雅;wényǎ;elegant
9793;聞名;闻名;wénmíng;famous
9794;蚊帳;蚊帐;wénzhàng;mosquito net
9795;蚊子;蚊子;wénzi;mosquito
9796;吻;吻;wěn;kiss
9797;吻合;吻合;wěnhé;matching
9798;紊亂;紊乱;wěnluàn;disorder
9799;穩固;稳固;wěngù;stable
9800;穩健;稳健;wěnjiàn;steady
9801;穩妥;稳妥;wěntuǒ;stable
9802;穩重;稳重;wěnzhòng;stable
9803;問卷;问卷;wènjuàn;questionnaire
9804;問世;问世;wènshì;released
9805;窩;窝;wō;nest
9806;臥;卧;wò;wo
9807;污穢;污秽;wūhuì;filth
9808;巫婆;巫婆;wūpó;witch
9809;嗚咽;呜咽;wūyè;sobbing
9810;屋頂;屋顶;wūdǐng;roof
9811;無比;无比;wúbǐ;incomparable
9812;無不;无不;wúbù;none
9813;無償;无偿;wúcháng;free of charge
9814;無敵;无敌;wúdí;invincible
9815;無惡不作;无恶不作;wú'è-bùzuò;he will do any evil.
9816;無非;无非;wúfēi;nothing
9817;無辜;无辜;wúgū;innocent
9818;無故;无故;wúgù;without reason
9819;無關緊要;无关紧要;wúguān-jǐnyào;it doesn't matter
9820;無話可說;无话可说;wúhuà-kěshuō;speechless
9821;無濟於事;无济于事;wújìyúshì;it's useless
9822;無家可歸;无家可归;wújiā-kěguī;homeless
9823;無精打采;无精打采;wújīng-dǎcǎi;listless
9824;無可奉告;无可奉告;wúkěfènggào;no comment
9825;無可厚非;无可厚非;wúkěhòufēi;undeniably
9826;無可奈何;无可奈何;wúkěnàihé;helpless
9827;無理;无理;wúlǐ;unreasonable
9828;無力;无力;wúlì;powerless
9829;無論如何;无论如何;wúlùn-rúhé;regardless
9830;無能;无能;wúnéng;incompetent
9831;無能為力;无能为力;wúnéngwéilì;powerless
9832;無情;无情;wúqíng;ruthless
9833;無情無義;无情无义;wúqíng-wúyì;heartless
9834;無窮;无穷;wúqióng;infinite
9835;無私;无私;wúsī;selfless
9836;無所事事;无所事事;wúsuǒshìshì;doing nothing
9837;無所作為;无所作为;wúsuǒzuòwéi;do nothing
9838;無條件;无条件;wútiáojiàn;unconditional
9839;無微不至;无微不至;wúwēi-bùzhì;meticulous
9840;無線;无线;wúxiàn;wireless
9841;無線電;无线电;wúxiàndiàn;radio
9842;無形;无形;wúxíng;invisible
9843;無形中;无形中;wúxíngzhōng;invisible
9844;無須;无须;wúxū;no need
9845;無意;无意;wúyì;unintentionally
9846;無憂無慮;无忧无虑;wúyōu-wúlǜ;carefree
9847;無緣;无缘;wúyuán;no chance
9848;無知;无知;wúzhī;ignorance
9849;無足輕重;无足轻重;wúzú-qīngzhòng;insignificant
9850;五花八門;五花八门;wǔhuā-bāmén;a wide variety
9851;五星級;五星级;wǔxīngjí;five-star
9852;武力;武力;wǔlì;force
9853;武裝;武装;wǔzhuāng;armed
9854;侮辱;侮辱;wǔrǔ;insult
9855;捂;捂;wǔ;cover
9856;舞廳;舞厅;wǔtīng;dance hall
9857;勿;勿;wù;do not
9858;務必;务必;wùbì;must
9859;務實;务实;wùshí;pragmatism
9860;物流;物流;wùliú;logistics
9861;物體;物体;wùtǐ;objects
9862;物證;物证;wùzhèng;physical evidence
9863;物資;物资;wùzī;materials
9864;誤差;误差;wùchā;error
9865;誤導;误导;wùdǎo;misleading
9866;誤區;误区;wùqū;misconceptions
9867;霧;雾;wù;fog
9868;吸納;吸纳;xīnà;absorb
9869;吸取;吸取;xīqǔ;draw
9870;昔日;昔日;xīrì;in the past
9871;息息相關;息息相关;xīxī-xiāngguān;closely related
9872;稀;稀;xī;dilute
9873;稀罕;稀罕;xīhan;rare
9874;稀奇;稀奇;xīqí;strange
9875;稀少;稀少;xīshǎo;rare
9876;錫;锡;xī;tin
9877;熙熙攘攘;熙熙攘攘;xīxī-rǎngrǎng;bustling
9878;熄火;熄火;xīhuǒ;engine off
9879;膝蓋;膝盖;xīgài;knee
9880;嬉笑;嬉笑;xīxiào;laughter
9881;習俗;习俗;xísú;customs
9882;席;席;xí;seat
9883;席位;席位;xíwèi;seats
9884;襲擊;袭击;xíjī;attack
9885;媳婦;媳妇;xífu;daughter-in-law
9886;洗滌劑;洗涤剂;xǐdíjì;detergent
9887;洗禮;洗礼;xǐlǐ;baptism
9888;喜出望外;喜出望外;xǐchūwàngwài;overjoyed
9889;喜好;喜好;xǐhào;likes
9890;喜酒;喜酒;xǐjiǔ;wedding banquet
9891;喜怒哀樂;喜怒哀乐;xǐ-nù-āi-lè;joy, anger, sorrow and happiness
9892;喜慶;喜庆;xǐqìng;festive
9893;喜事;喜事;xǐshì;happy event
9894;喜糖;喜糖;xǐtáng;wedding candy
9895;喜洋洋;喜洋洋;xǐyángyáng;happy sheep
9896;喜悅;喜悦;xǐyuè;joy
9897;細膩;细腻;xìnì;delicate
9898;細微;细微;xìwēi;subtle
9899;細心;细心;xìxīn;careful
9900;蝦;虾;xiā;shrimp
9901;瞎;瞎;xiā;blind
9902;俠義;侠义;xiáyì;chivalry
9903;峽谷;峡谷;xiágǔ;canyon
9904;狹隘;狭隘;xiá'ài;narrow
9905;狹小;狭小;xiáxiǎo;narrow
9906;狹窄;狭窄;xiázhǎi;narrow
9907;下場;下场;xiàchǎng;next
9908;下跌;下跌;xiàdiē;decline
9909;下崗;下岗;xiàgǎng;laid off
9910;下功夫;下功夫;xià gōngfu;put in the effort
9911;下海;下海;xiàhǎi;go to sea
9912;下級;下级;xiàjí;subordinate
9913;下決心;下决心;xià juéxīn;make a decision
9914;下令;下令;xiàlìng;order
9915;下落;下落;xiàluò;whereabouts
9916;下期;下期;xià qī;next issue
9917;下棋;下棋;xiàqí;playing chess
9918;下山;下山;xiàshān;down the mountain
9919;下手;下手;xiàshǒu;start
9920;下屬;下属;xiàshǔ;subordinates
9921;下臺;下台;xiàtái;step down
9922;下調;下调;xiàtiáo;lower
9923;下鄉;下乡;xiàxiāng;going to the countryside
9924;下旬;下旬;xiàxún;late
9925;下一代;下一代;xià yī dài;next generation
9926;下意識;下意识;xiàyìshí;subconscious
9927;下游;下游;xiàyóu;downstream
9928;下墜;下坠;xiàzhuì;fall
9929;嚇唬;吓唬;xiàhu;scare
9930;嚇人;吓人;xiàrén;scary
9931;夏令營;夏令营;xiàlìngyíng;summer camp
9932;仙鶴;仙鹤;xiānhè;crane
9933;仙女;仙女;xiānnǚ;fairy
9934;先例;先例;xiānlì;precedent
9935;先天;先天;xiāntiān;innate
9936;纖維;纤维;xiānwéi;fiber
9937;掀;掀;xiān;lift
9938;掀起;掀起;xiānqǐ;set off
9939;鮮活;鲜活;xiānhuó;fresh
9940;鮮美;鲜美;xiānměi;delicious
9941;鮮血;鲜血;xiānxuè;fresh blood
9942;弦;弦;xián;string
9943;銜接;衔接;xiánjiē;connection
9944;嫌棄;嫌弃;xiánqì;dislike
9945;嫌疑;嫌疑;xiányí;suspect
9946;顯而易見;显而易见;xiǎn'éryìjiàn;obviously
9947;顯赫;显赫;xiǎnhè;distinguished
9948;顯示器;显示器;xiǎnshìqì;display
